Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Acct_Open_Dt,Defaulted
104224,18,0,3,F,Married,145.4764498,02-02-1996,02-02-1998
127206,58,41,3,F,Single,468.4270538,01-02-1996,01-02-1998
199905,65,44,3,M,Married,34.81620613,31-01-1996,31-01-1998
172726,25,7,3,M,Single,442.6206801,30-01-1996,30-01-1998
121620,25,8,3,M,Married,277.8978964,29-01-1996,29-01-1998
173859,19,1,3,F,Single,689.6378418,28-01-1996,28-01-1998
118652,59,40,3,M,Married,380.9262192,27-01-1996,27-01-1998
128537,30,10,3,F,Married,309.6060813,26-01-1996,26-01-1998
116660,42,24,3,M,Married,320.3936649,25-01-1996,25-01-1998
126167,47,28,3,F,Single,450.932951,24-01-1996,24-01-1998
182356,52,31,3,F,Married,459.9969586,23-01-1996,23-01-1998
100599,16,0,3,F,Married,457.5623259,22-01-1996,22-01-1998
118280,25,6,3,M,Married,382.1901316,21-01-1996,21-01-1998
140999,67,47,3,F,Married,116.9269408,20-01-1996,20-01-1998
166827,27,6,3,F,Married,255.7960805,19-01-1996,19-01-1998
180670,64,45,3,F,Single,122.4597923,18-01-1996,18-01-1998
175602,21,3,3,M,Single,537.6073349,17-01-1996,17-01-1998
154580,57,40,3,M,Married,394.7196274,16-01-1996,16-01-1998
165067,52,33,3,M,Single,531.4447436,15-01-1996,15-01-1998
162960,69,49,3,M,Single,426.5091944,14-01-1996,14-01-1998
134512,56,38,3,M,Single,288.8223917,13-01-1996,13-01-1998
139614,22,3,3,M,Single,742.704017,12-01-1996,12-01-1998
119772,43,24,3,M,Married,340.3817789,11-01-1996,11-01-1998
144993,20,1,3,F,Married,277.8466904,10-01-1996,10-01-1998
176246,39,18,3,M,Single,501.2964869,09-01-1996,09-01-1998
135153,64,45,3,M,Single,21.13027274,08-01-1996,08-01-1998
153123,45,25,3,M,Married,361.1530109,07-01-1996,07-01-1998
179038,30,10,3,M,Married,285.2478079,06-01-1996,06-01-1998
153707,44,25,3,M,Married,252.0360663,05-01-1996,05-01-1998
116504,68,47,3,F,Married,292.9110316,04-01-1996,04-01-1998
121285,18,0,3,M,Married,315.6330931,03-01-1996,03-01-1998
182302,25,8,3,F,Married,150.6143353,02-01-1996,02-01-1998
108695,25,8,3,F,Single,1355.412924,01-01-1996,01-01-1998
133731,61,41,3,F,Single,258.794741,31-12-1995,31-12-1997
131051,33,16,3,F,Married,298.7625083,30-12-1995,30-12-1997
135970,34,16,3,M,Married,286.085105,29-12-1995,29-12-1997
177813,57,38,3,M,Married,396.0531492,28-12-1995,28-12-1997
154638,64,47,3,M,Married,35.28494815,27-12-1995,27-12-1997
192463,65,46,3,F,Single,131.5417155,26-12-1995,26-12-1997
125697,22,4,3,M,Married,418.8913073,25-12-1995,25-12-1997
182720,41,24,3,F,Married,335.6455523,24-12-1995,24-12-1997
158813,43,25,3,F,Single,618.2242062,23-12-1995,23-12-1997
118332,61,41,3,M,Single,403.8071551,22-12-1995,22-12-1997
182189,27,8,3,M,Married,347.0485681,21-12-1995,21-12-1997
109311,47,28,3,F,Single,320.4092254,20-12-1995,20-12-1997
125006,68,50,3,M,Married,63.75359974,19-12-1995,19-12-1997
142073,16,0,3,M,Single,515.8698595,18-12-1995,18-12-1997
179564,26,6,3,M,Married,201.0865597,17-12-1995,17-12-1997
101840,37,17,3,M,Married,330.36069,16-12-1995,16-12-1997
159302,46,27,3,M,Married,593.0466566,15-12-1995,15-12-1997
148218,18,0,3,F,Married,277.8208258,14-12-1995,14-12-1997
162813,66,49,3,M,Married,310.7172356,13-12-1995,13-12-1997
131602,36,19,3,F,Married,368.9880854,12-12-1995,12-12-1997
198827,25,6,3,F,Married,510.886715,11-12-1995,11-12-1997
175563,67,50,3,M,Single,109.2622168,10-12-1995,10-12-1997
137463,29,12,3,M,Married,210.3156052,09-12-1995,09-12-1997
191400,61,41,3,M,Married,217.741155,08-12-1995,08-12-1997
150580,25,7,3,M,Single,947.8379808,07-12-1995,07-12-1997
190152,62,45,3,F,Single,399.9473789,06-12-1995,06-12-1997
195430,23,5,3,M,Single,1049.170554,05-12-1995,05-12-1997
145588,68,50,3,M,Single,331.0060826,04-12-1995,04-12-1997
193355,42,23,3,F,Single,407.9470347,03-12-1995,03-12-1997
114544,56,35,3,M,Married,343.942022,02-12-1995,02-12-1997
135610,34,13,3,M,Married,329.096529,01-12-1995,01-12-1997
171774,16,0,3,F,Single,590.7475099,30-11-1995,30-11-1997
126964,43,26,3,M,Married,591.0435319,29-11-1995,29-11-1997
190115,35,15,3,F,Single,454.455568,28-11-1995,28-11-1997
157515,21,2,3,F,Married,238.3182885,27-11-1995,27-11-1997
190271,17,0,3,M,Single,1350.971873,26-11-1995,26-11-1997
154525,18,0,3,M,Single,531.0883406,25-11-1995,25-11-1997
160497,21,4,3,F,Married,334.2721438,24-11-1995,24-11-1997
198778,64,47,3,M,Single,49.49748794,23-11-1995,23-11-1997
108598,25,8,3,F,Married,482.1907972,22-11-1995,22-11-1997
193914,26,9,3,M,Married,340.0277129,21-11-1995,21-11-1997
132475,38,19,3,M,Married,612.7651926,20-11-1995,20-11-1997
129838,39,19,3,F,Single,838.8723606,19-11-1995,19-11-1997
116629,18,0,3,F,Single,676.9304876,18-11-1995,18-11-1997
135709,67,48,3,M,Single,494.4420049,17-11-1995,17-11-1997
109527,60,40,3,M,Married,324.6184822,16-11-1995,16-11-1997
182307,25,6,3,M,Married,534.7978634,15-11-1995,15-11-1997
117119,18,1,3,F,Married,362.2145736,14-11-1995,14-11-1997
183612,66,45,3,M,Single,236.1916541,13-11-1995,13-11-1997
140440,55,35,3,F,Single,476.8177299,12-11-1995,12-11-1997
126069,49,31,3,F,Single,745.2307544,11-11-1995,11-11-1997
100356,16,0,3,F,Married,382.6980639,10-11-1995,10-11-1997
164860,64,46,3,M,Married,428.5855128,09-11-1995,09-11-1997
198632,22,4,3,F,Single,636.4555646,08-11-1995,08-11-1997
143557,21,4,3,F,Single,207.5386901,07-11-1995,07-11-1997
115346,63,46,3,F,Single,216.837958,06-11-1995,06-11-1997
198150,27,9,3,F,Single,268.8387187,05-11-1995,05-11-1997
148492,16,0,3,M,Married,161.229285,04-11-1995,04-11-1997
196374,70,50,3,F,Single,267.9997867,03-11-1995,03-11-1997
191440,32,13,3,M,Married,225.7347436,02-11-1995,02-11-1997
155171,53,34,3,F,Single,297.0060897,01-11-1995,01-11-1997
113558,62,41,3,F,Single,61.17420029,31-10-1995,31-10-1997
174155,20,2,3,M,Single,684.4273231,30-10-1995,30-10-1997
141320,28,11,3,F,Single,414.0625038,29-10-1995,29-10-1997
100560,66,49,3,F,Married,302.877603,28-10-1995,28-10-1997
194713,32,14,3,F,Single,663.1071537,27-10-1995,27-10-1997
190307,52,33,3,M,Single,238.6296586,26-10-1995,26-10-1997
143653,48,29,3,M,Single,726.1445664,25-10-1995,25-10-1997
199850,40,19,3,F,Married,342.635767,24-10-1995,24-10-1997
178907,55,36,3,F,Single,449.3011334,23-10-1995,23-10-1997
107436,45,26,3,M,Single,375.3770344,22-10-1995,22-10-1997
113888,60,43,3,F,Married,122.5669928,21-10-1995,21-10-1997
140645,59,42,3,M,Married,390.902063,20-10-1995,20-10-1997
173593,52,34,3,M,Married,329.8316829,19-10-1995,19-10-1997
171470,44,27,3,F,Single,438.3824803,18-10-1995,18-10-1997
129830,60,42,3,F,Married,119.9810556,17-10-1995,17-10-1997
143189,64,44,3,F,Married,244.1959166,16-10-1995,16-10-1997
120390,29,8,3,M,Single,477.317545,15-10-1995,15-10-1997
113437,68,48,3,M,Single,480.6950282,14-10-1995,14-10-1997
150090,20,3,3,M,Married,435.4007981,13-10-1995,13-10-1997
125442,66,49,3,M,Single,253.1358009,12-10-1995,12-10-1997
163858,70,49,3,F,Married,34.5158146,11-10-1995,11-10-1997
108573,39,22,3,M,Married,295.9723067,10-10-1995,10-10-1997
148293,19,0,3,F,Married,442.7890589,09-10-1995,09-10-1997
147844,53,35,3,M,Married,401.3823926,08-10-1995,08-10-1997
116926,65,44,3,F,Single,323.6883989,07-10-1995,07-10-1997
137967,23,6,3,M,Single,641.8082752,06-10-1995,06-10-1997
183970,31,10,3,M,Single,430.929523,05-10-1995,05-10-1997
182806,69,51,3,M,Single,196.4844495,04-10-1995,04-10-1997
180222,38,21,3,F,Married,582.7183001,03-10-1995,03-10-1997
165138,18,0,3,F,Single,683.2486593,02-10-1995,02-10-1997
108343,24,6,3,M,Single,814.6169377,01-10-1995,01-10-1997
134967,31,12,3,F,Single,639.7120078,30-09-1995,30-09-1997
192416,49,28,3,M,Married,447.0101645,29-09-1995,29-09-1997
119034,16,0,3,M,Married,610.3039207,28-09-1995,28-09-1997
177474,25,6,3,F,Married,386.8409149,27-09-1995,27-09-1997
141582,62,41,3,M,Single,153.5149829,26-09-1995,26-09-1997
122946,60,41,3,F,Married,19.7637924,25-09-1995,25-09-1997
192620,59,41,3,F,Married,325.749984,24-09-1995,24-09-1997
118785,20,3,3,M,Married,467.9868215,23-09-1995,23-09-1997
174179,25,8,3,F,Married,140.2345358,22-09-1995,22-09-1997
156364,58,41,3,F,Single,210.2356894,21-09-1995,21-09-1997
166742,25,7,3,F,Married,386.9087291,20-09-1995,20-09-1997
130984,25,8,3,F,Married,428.7713277,19-09-1995,19-09-1997
172101,38,21,3,M,Married,334.1721313,18-09-1995,18-09-1997
139113,67,50,3,M,Married,86.18806373,17-09-1995,17-09-1997
179625,69,51,3,M,Married,219.0498408,16-09-1995,16-09-1997
136757,65,46,3,M,Married,376.3318364,15-09-1995,15-09-1997
179539,21,3,3,M,Married,363.1280411,14-09-1995,14-09-1997
163690,41,24,3,F,Married,359.884876,13-09-1995,13-09-1997
185088,65,48,3,M,Married,643.1651214,12-09-1995,12-09-1997
137807,63,45,3,M,Single,448.4838259,11-09-1995,11-09-1997
174879,25,7,3,M,Single,699.7989747,10-09-1995,10-09-1997
131638,16,0,3,M,Single,378.9476811,09-09-1995,09-09-1997
168041,17,0,3,M,Married,442.1200214,08-09-1995,08-09-1997
146327,69,48,3,F,Single,183.3820513,07-09-1995,07-09-1997
109204,20,2,3,F,Married,155.7032293,06-09-1995,06-09-1997
153650,18,0,3,M,Single,1022.130812,05-09-1995,05-09-1997
155382,58,41,3,M,Single,190.219481,04-09-1995,04-09-1997
119483,24,6,3,F,Single,482.918177,03-09-1995,03-09-1997
186826,21,3,3,M,Married,232.4790034,02-09-1995,02-09-1997
108002,55,37,3,F,Single,426.4624974,01-09-1995,01-09-1997
195131,36,16,3,M,Married,616.2520273,31-08-1995,31-08-1997
130633,60,42,3,F,Single,63.23567462,30-08-1995,30-08-1997
132587,37,17,3,F,Single,379.273186,29-08-1995,29-08-1997
199252,62,45,3,M,Single,73.44526457,28-08-1995,28-08-1997
131869,18,0,3,F,Single,513.7467041,27-08-1995,27-08-1997
152631,68,47,3,F,Single,86.65837786,26-08-1995,26-08-1997
138209,70,53,3,M,Married,330.5704282,25-08-1995,25-08-1997
111789,41,20,3,F,Married,237.7582284,24-08-1995,24-08-1997
110303,23,6,3,F,Married,155.4213447,23-08-1995,23-08-1997
179788,39,18,3,M,Single,655.9321551,22-08-1995,22-08-1997
191109,36,16,3,F,Married,575.4100503,21-08-1995,21-08-1997
171375,19,0,3,M,Married,354.9298111,20-08-1995,20-08-1997
105678,70,49,3,F,Married,46.85303594,19-08-1995,19-08-1997
127928,49,28,3,M,Single,241.2678611,18-08-1995,18-08-1997
170524,63,44,3,M,Married,62.69957597,17-08-1995,17-08-1997
132327,45,24,3,M,Married,411.7331993,16-08-1995,16-08-1997
129823,60,41,3,M,Married,207.9826322,15-08-1995,15-08-1997
196666,42,24,3,M,Single,278.9160901,14-08-1995,14-08-1997
190123,21,2,3,M,Single,693.0582757,13-08-1995,13-08-1997
132757,24,7,3,M,Single,1029.882891,12-08-1995,12-08-1997
191263,16,0,3,F,Single,541.1654019,11-08-1995,11-08-1997
115037,47,26,3,F,Married,352.8150666,10-08-1995,10-08-1997
155203,24,6,3,M,Married,573.7401335,09-08-1995,09-08-1997
186340,63,42,3,M,Single,156.799638,08-08-1995,08-08-1997
191661,19,1,3,F,Single,412.8010801,07-08-1995,07-08-1997
120571,61,44,3,M,Single,126.798749,06-08-1995,06-08-1997
113688,49,31,3,F,Married,360.8784326,05-08-1995,05-08-1997
147143,47,28,3,M,Single,550.5173157,04-08-1995,04-08-1997
100660,63,46,3,M,Married,97.4740293,03-08-1995,03-08-1997
171399,49,28,3,M,Single,402.0034132,02-08-1995,02-08-1997
105150,61,42,3,F,Married,169.295741,01-08-1995,01-08-1997
156788,65,47,3,F,Married,126.3508732,31-07-1995,31-07-1997
111542,34,15,3,M,Single,496.9869339,30-07-1995,30-07-1997
113556,62,45,3,F,Single,603.1041914,29-07-1995,29-07-1997
125080,18,0,3,F,Single,492.2584052,28-07-1995,28-07-1997
144697,59,42,3,F,Married,345.4612249,27-07-1995,27-07-1997
170165,57,39,3,M,Married,635.6589864,26-07-1995,26-07-1997
157075,48,28,3,M,Single,461.818948,25-07-1995,25-07-1997
118038,39,21,3,M,Single,401.4792942,24-07-1995,24-07-1997
173422,21,3,3,M,Single,771.488762,23-07-1995,23-07-1997
163761,54,34,3,F,Married,498.1254997,22-07-1995,22-07-1997
196911,66,46,3,F,Married,561.9063626,21-07-1995,21-07-1997
190983,24,6,3,M,Married,387.9977776,20-07-1995,20-07-1997
175008,32,12,3,F,Single,477.2962467,19-07-1995,19-07-1997
101075,64,45,3,F,Married,263.8373293,18-07-1995,18-07-1997
187398,29,12,3,M,Married,356.1236164,17-07-1995,17-07-1997
142167,25,8,3,M,Single,805.7545692,16-07-1995,16-07-1997
150876,52,32,3,F,Married,361.8206825,15-07-1995,15-07-1997
177083,36,15,3,F,Single,312.8123389,14-07-1995,14-07-1997
152333,61,44,3,F,Married,131.7915451,13-07-1995,13-07-1997
104814,53,33,3,F,Single,772.0094708,12-07-1995,12-07-1997
160140,48,29,3,M,Married,367.1165347,11-07-1995,11-07-1997
125290,34,14,3,M,Single,424.4260365,10-07-1995,10-07-1997
155547,31,14,3,F,Married,524.2253273,09-07-1995,09-07-1997
151488,61,44,3,M,Single,511.3069738,08-07-1995,08-07-1997
191288,68,48,3,M,Single,153.110499,07-07-1995,07-07-1997
178098,61,41,3,F,Married,23.91195282,06-07-1995,06-07-1997
115664,61,41,3,M,Single,346.35015,05-07-1995,05-07-1997
149001,64,46,3,F,Married,108.8598924,04-07-1995,04-07-1997
170302,36,19,3,M,Married,384.0194223,03-07-1995,03-07-1997
193045,63,44,3,F,Single,311.837761,02-07-1995,02-07-1997
143608,66,49,3,F,Single,122.2920575,01-07-1995,01-07-1997
197636,61,44,3,F,Married,262.7851245,30-06-1995,30-06-1997
195887,22,3,3,M,Single,953.0572637,29-06-1995,29-06-1997
104634,24,5,3,F,Married,118.8773941,28-06-1995,28-06-1997
190750,66,47,3,F,Single,127.2663704,27-06-1995,27-06-1997
182319,24,7,3,F,Single,534.2235319,26-06-1995,26-06-1997
185269,67,50,3,M,Single,15.87568511,25-06-1995,25-06-1997
191530,57,38,3,F,Single,440.0203128,24-06-1995,24-06-1997
163990,58,38,3,M,Single,394.0148309,23-06-1995,23-06-1997
162140,21,3,3,F,Married,220.8900408,22-06-1995,22-06-1997
150727,16,0,3,F,Married,760.6486821,21-06-1995,21-06-1997
145084,47,29,3,M,Single,314.8957605,20-06-1995,20-06-1997
151137,68,50,3,M,Single,269.2805318,19-06-1995,19-06-1997
134142,18,1,3,M,Single,354.615834,18-06-1995,18-06-1997
148077,20,1,3,F,Single,676.0452565,17-06-1995,17-06-1997
161219,19,2,3,F,Married,379.1506144,16-06-1995,16-06-1997
156849,53,32,3,F,Married,670.6590707,15-06-1995,15-06-1997
128335,23,4,3,M,Married,511.201805,14-06-1995,14-06-1997
144068,18,0,3,F,Married,197.8385671,13-06-1995,13-06-1997
154359,35,17,3,F,Single,648.2237088,12-06-1995,12-06-1997
137954,58,38,3,F,Married,314.9882766,11-06-1995,11-06-1997
139207,64,45,3,M,Single,208.090373,10-06-1995,10-06-1997
111979,65,47,3,M,Single,435.4396914,09-06-1995,09-06-1997
163523,66,49,3,M,Single,269.1243075,08-06-1995,08-06-1997
195516,20,3,3,M,Single,494.7122485,07-06-1995,07-06-1997
142113,62,42,3,F,Single,425.8344765,06-06-1995,06-06-1997
148196,19,1,3,M,Single,727.543379,05-06-1995,05-06-1997
156581,64,44,3,F,Married,202.1669107,04-06-1995,04-06-1997
156002,46,28,3,F,Married,187.5576346,03-06-1995,03-06-1997
123111,45,25,3,M,Single,486.594638,02-06-1995,02-06-1997
114955,60,41,3,F,Single,297.7264273,01-06-1995,01-06-1997
127883,53,32,3,F,Single,402.1950357,31-05-1995,31-05-1997
128154,24,6,3,M,Single,831.9525677,30-05-1995,30-05-1997
132881,25,8,3,F,Single,490.9960318,29-05-1995,29-05-1997
179266,69,51,3,M,Married,185.944511,28-05-1995,28-05-1997
170309,16,0,3,M,Single,340.6809661,27-05-1995,27-05-1997
174989,23,4,3,F,Single,300.5757063,26-05-1995,26-05-1997
119436,17,0,3,M,Married,439.401243,25-05-1995,25-05-1997
112145,59,40,3,F,Married,326.165019,24-05-1995,24-05-1997
113429,49,28,3,M,Married,370.6164099,23-05-1995,23-05-1997
174628,26,9,3,F,Single,264.6129075,22-05-1995,22-05-1997
117551,58,37,3,M,Married,138.6467824,21-05-1995,21-05-1997
124835,67,50,3,M,Married,279.1536358,20-05-1995,20-05-1997
150292,65,47,3,M,Married,82.26778019,19-05-1995,19-05-1997
100882,25,7,3,F,Single,251.3519536,18-05-1995,18-05-1997
131082,19,0,3,F,Single,524.4048121,17-05-1995,17-05-1997
148528,69,49,3,M,Single,316.6816588,16-05-1995,16-05-1997
162391,61,41,3,M,Single,340.144875,15-05-1995,15-05-1997
157166,17,0,3,M,Married,506.4295787,14-05-1995,14-05-1997
122151,22,5,3,F,Single,575.2028406,13-05-1995,13-05-1997
122452,26,7,3,F,Married,571.4763718,12-05-1995,12-05-1997
123908,65,44,3,M,Single,187.4859603,11-05-1995,11-05-1997
110789,67,46,3,F,Single,101.8740628,10-05-1995,10-05-1997
114414,57,36,3,M,Married,350.4226226,09-05-1995,09-05-1997
137197,20,1,3,F,Single,573.5512437,08-05-1995,08-05-1997
145307,66,47,3,M,Married,621.7868996,07-05-1995,07-05-1997
112262,23,5,3,M,Single,898.0880446,06-05-1995,06-05-1997
120406,69,50,3,M,Single,368.7215463,05-05-1995,05-05-1997
169529,56,37,3,M,Married,283.3282852,04-05-1995,04-05-1997
126569,35,17,3,F,Single,467.2536567,03-05-1995,03-05-1997
158865,21,3,3,F,Single,410.5488979,02-05-1995,02-05-1997
128113,65,48,3,M,Married,149.3061342,01-05-1995,01-05-1997
157186,34,13,3,M,Married,314.7800995,30-04-1995,30-04-1997
188645,44,26,3,F,Single,441.9692376,29-04-1995,29-04-1997
157466,24,7,3,F,Married,189.2308268,28-04-1995,28-04-1997
122035,26,5,3,F,Single,685.4844285,27-04-1995,27-04-1997
182135,29,8,3,F,Married,634.4004256,26-04-1995,26-04-1997
172376,18,0,3,M,Married,356.6074334,25-04-1995,25-04-1997
178277,28,8,3,F,Married,278.4953082,24-04-1995,24-04-1997
107194,19,1,3,M,Single,746.8935141,23-04-1995,23-04-1997
157932,58,39,3,M,Married,612.1191026,22-04-1995,22-04-1997
190698,51,30,3,F,Married,310.2260018,21-04-1995,21-04-1997
140422,37,17,3,M,Married,375.5569674,20-04-1995,20-04-1997
153316,60,42,3,F,Married,172.6227493,19-04-1995,19-04-1997
110198,20,3,3,F,Single,688.7438228,18-04-1995,18-04-1997
141901,38,21,3,M,Single,747.5487832,17-04-1995,17-04-1997
134669,42,22,3,M,Single,220.1787534,16-04-1995,16-04-1997
110970,60,40,3,F,Single,147.9479363,15-04-1995,15-04-1997
156461,22,5,3,M,Single,1269.443421,14-04-1995,14-04-1997
185071,18,0,3,F,Married,369.4561706,13-04-1995,13-04-1997
127499,69,52,3,M,Single,60.43479361,12-04-1995,12-04-1997
135578,50,29,3,F,Single,460.5038004,11-04-1995,11-04-1997
194240,60,39,3,F,Married,43.48535521,10-04-1995,10-04-1997
111939,46,25,3,M,Single,408.0652122,09-04-1995,09-04-1997
174786,60,40,3,M,Married,134.9997371,08-04-1995,08-04-1997
112948,18,0,3,M,Single,895.8679446,07-04-1995,07-04-1997
150652,18,1,3,F,Married,176.3763535,06-04-1995,06-04-1997
139624,66,49,3,M,Single,192.9668642,05-04-1995,05-04-1997
165329,16,0,3,F,Single,550.4194392,04-04-1995,04-04-1997
169546,27,8,3,F,Married,295.3055244,03-04-1995,03-04-1997
181519,21,2,3,F,Married,310.9789476,02-04-1995,02-04-1997
133893,64,45,3,F,Single,220.0928308,01-04-1995,01-04-1997
163497,52,31,3,M,Married,290.9601261,31-03-1995,31-03-1997
158953,51,34,3,M,Single,339.9271734,30-03-1995,30-03-1997
189520,17,0,3,M,Single,557.7324632,29-03-1995,29-03-1997
169564,68,50,3,M,Single,216.2477443,28-03-1995,28-03-1997
122103,48,29,3,M,Single,638.5384535,27-03-1995,27-03-1997
152041,20,3,3,F,Single,147.2161158,26-03-1995,26-03-1997
168584,29,10,3,F,Married,304.5682218,25-03-1995,25-03-1997
155596,64,44,3,M,Single,342.4532548,24-03-1995,24-03-1997
106644,60,43,3,F,Single,29.03167189,23-03-1995,23-03-1997
184086,43,23,3,M,Single,285.5213968,22-03-1995,22-03-1997
131296,37,16,3,F,Married,486.7029206,21-03-1995,21-03-1997
108871,48,30,3,M,Single,488.9406356,20-03-1995,20-03-1997
107598,18,1,3,F,Single,469.0238476,19-03-1995,19-03-1997
152969,59,38,3,M,Married,334.1823816,18-03-1995,18-03-1997
113044,18,1,3,M,Married,694.286633,17-03-1995,17-03-1997
186616,64,43,3,M,Single,63.08515924,16-03-1995,16-03-1997
179479,28,9,3,F,Single,370.2506663,15-03-1995,15-03-1997
151268,66,47,3,M,Single,264.9169424,14-03-1995,14-03-1997
179112,60,41,3,F,Married,49.43295102,13-03-1995,13-03-1997
182141,29,10,3,F,Married,214.1620153,12-03-1995,12-03-1997
114520,69,52,3,F,Married,128.1344342,11-03-1995,11-03-1997
129317,17,0,3,F,Single,357.5306666,10-03-1995,10-03-1997
110141,68,51,3,M,Married,505.8732548,09-03-1995,09-03-1997
102667,51,30,3,M,Single,449.6786853,08-03-1995,08-03-1997
164972,64,43,3,F,Single,111.2749942,07-03-1995,07-03-1997
142478,59,42,3,M,Single,480.7611661,06-03-1995,06-03-1997
147616,56,39,3,F,Single,382.263524,05-03-1995,05-03-1997
106882,52,32,3,F,Single,397.850668,04-03-1995,04-03-1997
173116,64,46,3,F,Married,436.5779985,03-03-1995,03-03-1997
168100,24,6,3,F,Married,304.2591454,02-03-1995,02-03-1997
103517,68,50,3,F,Single,362.580154,01-03-1995,01-03-1997
185414,64,46,3,M,Single,77.55603969,28-02-1995,28-02-1997
152767,64,45,3,M,Married,106.8391346,27-02-1995,27-02-1997
164151,68,51,3,M,Married,62.85517407,26-02-1995,26-02-1997
151382,44,24,3,M,Married,791.1675116,25-02-1995,25-02-1997
132712,56,36,3,M,Married,381.0230378,24-02-1995,24-02-1997
125055,61,42,3,F,Single,227.7540504,23-02-1995,23-02-1997
130549,41,21,3,F,Married,570.0005691,22-02-1995,22-02-1997
199711,63,44,3,M,Single,50.93564413,21-02-1995,21-02-1997
184246,43,26,3,M,Single,445.9301345,20-02-1995,20-02-1997
146307,19,0,3,M,Single,536.6286554,19-02-1995,19-02-1997
125451,25,8,3,M,Married,183.728461,18-02-1995,18-02-1997
163489,42,22,3,F,Single,711.7372416,17-02-1995,17-02-1997
146919,17,0,3,M,Married,478.2292338,16-02-1995,16-02-1997
164601,60,40,3,F,Single,400.2435035,15-02-1995,15-02-1997
170632,20,1,3,F,Single,588.5465292,14-02-1995,14-02-1997
118700,43,25,3,F,Single,433.6436742,13-02-1995,13-02-1997
117435,55,37,3,M,Single,471.4751538,12-02-1995,12-02-1997
128316,44,27,3,F,Married,524.6173436,11-02-1995,11-02-1997
182934,17,0,3,F,Single,526.4224252,10-02-1995,10-02-1997
196746,26,5,3,M,Married,639.0417596,09-02-1995,09-02-1997
152066,23,5,3,M,Married,579.042782,08-02-1995,08-02-1997
109484,66,49,3,F,Single,198.9229634,07-02-1995,07-02-1997
186337,43,22,3,F,Married,276.2756458,06-02-1995,06-02-1997
193282,65,48,3,F,Single,304.9781505,05-02-1995,05-02-1997
119952,41,20,3,F,Married,153.4046273,04-02-1995,04-02-1997
152243,32,12,3,M,Married,366.3153217,03-02-1995,03-02-1997
141828,21,2,3,M,Single,579.306829,02-02-1995,02-02-1997
128342,31,12,3,F,Married,215.8363076,01-02-1995,01-02-1997
154235,58,38,3,F,Married,289.2175028,31-01-1995,31-01-1997
157273,31,11,3,F,Married,397.6946214,30-01-1995,30-01-1997
159023,18,0,3,F,Single,247.3642922,29-01-1995,29-01-1997
167380,21,3,3,F,Married,286.6560119,28-01-1995,28-01-1997
103788,22,3,3,F,Married,334.2904507,27-01-1995,27-01-1997
165028,31,11,3,M,Single,433.6557018,26-01-1995,26-01-1997
191863,57,37,3,F,Single,439.7754556,25-01-1995,25-01-1997
143664,41,21,3,F,Married,296.9633824,24-01-1995,24-01-1997
159360,56,37,3,F,Married,658.0898718,23-01-1995,23-01-1997
166848,16,0,3,F,Single,634.8251684,22-01-1995,22-01-1997
160041,17,0,3,F,Married,145.3607974,21-01-1995,21-01-1997
160851,42,25,3,M,Married,318.220063,20-01-1995,20-01-1997
114217,41,20,3,M,Single,759.8802844,19-01-1995,19-01-1997
127169,43,26,3,M,Married,341.468415,18-01-1995,18-01-1997
133533,44,24,3,M,Married,374.2402912,17-01-1995,17-01-1997
185310,62,43,3,M,Married,256.071587,16-01-1995,16-01-1997
131388,36,19,3,F,Married,598.7167497,15-01-1995,15-01-1997
170667,18,0,3,F,Single,194.3768974,14-01-1995,14-01-1997
146847,22,4,3,F,Married,415.0884452,13-01-1995,13-01-1997
100678,51,30,3,M,Married,388.9625929,12-01-1995,12-01-1997
182054,37,20,3,M,Married,374.3331685,11-01-1995,11-01-1997
131909,38,21,3,M,Married,359.1558898,10-01-1995,10-01-1997
104985,55,35,3,F,Married,133.7700683,09-01-1995,09-01-1997
139648,18,1,3,F,Married,408.4532423,08-01-1995,08-01-1997
193325,30,10,3,F,Married,339.0187299,07-01-1995,07-01-1997
138151,41,20,3,F,Single,370.0369949,06-01-1995,06-01-1997
114072,69,48,3,M,Married,720.9926207,05-01-1995,05-01-1997
124098,44,27,3,F,Married,333.8670745,04-01-1995,04-01-1997
121153,24,7,3,M,Married,466.2623592,03-01-1995,03-01-1997
134577,62,41,3,F,Married,227.4959551,02-01-1995,02-01-1997
122587,63,43,3,F,Single,224.3856465,01-01-1995,01-01-1997
103876,61,42,3,M,Married,178.6744353,31-12-1994,31-12-1996
144763,61,40,3,M,Single,339.7156576,30-12-1994,30-12-1996
146898,62,42,3,M,Single,156.103407,29-12-1994,29-12-1996
162367,70,50,3,M,Single,560.6357008,28-12-1994,28-12-1996
147525,22,4,3,M,Single,1363.388951,27-12-1994,27-12-1996
134035,43,23,3,M,Married,486.206212,26-12-1994,26-12-1996
164457,70,49,3,M,Married,248.283635,25-12-1994,25-12-1996
139734,22,5,3,M,Married,188.8720271,24-12-1994,24-12-1996
172506,35,16,3,M,Married,410.4520199,23-12-1994,23-12-1996
107060,22,5,3,F,Single,400.361137,22-12-1994,22-12-1996
174983,20,2,3,M,Married,309.5882368,21-12-1994,21-12-1996
155197,22,3,3,M,Single,841.8967517,20-12-1994,20-12-1996
119438,63,45,3,M,Married,29.01610379,19-12-1994,19-12-1996
